locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNMCCAHI_00401	CDS	1173	ldtB_1	2.3.2.-	COG1376	L,D-transpeptidase 2
HNMCCAHI_00402	CDS	1194	ldtB_2	2.3.2.-	COG1376	L,D-transpeptidase 2
HNMCCAHI_00403	CDS	858			COG2375	putative protein
HNMCCAHI_00404	CDS	906		3.1.11.-	COG0258	5'-3' exonuclease
HNMCCAHI_00405	CDS	1170	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
HNMCCAHI_00406	CDS	270				hypothetical protein
HNMCCAHI_00407	CDS	210				hypothetical protein
HNMCCAHI_00408	CDS	645	upp_1	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
HNMCCAHI_00409	CDS	1044				hypothetical protein
HNMCCAHI_00410	CDS	663	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
HNMCCAHI_00411	CDS	3831	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HNMCCAHI_00412	CDS	255	pptA	5.3.2.-	COG1942	Tautomerase PptA
HNMCCAHI_00413	CDS	942	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
HNMCCAHI_00414	CDS	945	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HNMCCAHI_00415	CDS	1509				hypothetical protein
HNMCCAHI_00416	CDS	888	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HNMCCAHI_00417	CDS	1200	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
HNMCCAHI_00418	CDS	1422				55.5 kDa and 49.5 kDa sporulation proteins
HNMCCAHI_00419	CDS	1287				hypothetical protein
HNMCCAHI_00420	CDS	627				hypothetical protein
HNMCCAHI_00421	CDS	495				hypothetical protein
HNMCCAHI_00422	CDS	624	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
HNMCCAHI_00423	CDS	849	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
HNMCCAHI_00424	CDS	855				hypothetical protein
HNMCCAHI_00425	CDS	1422	thi4	2.4.2.59		Thiamine thiazole synthase
HNMCCAHI_00426	CDS	510	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
HNMCCAHI_00427	CDS	594				hypothetical protein
HNMCCAHI_00428	CDS	402			COG0784	putative response regulatory protein
HNMCCAHI_00429	CDS	621	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
HNMCCAHI_00430	CDS	810	qcrC	7.1.1.8	COG2010	Cytochrome bc1 complex cytochrome c subunit
HNMCCAHI_00431	CDS	1053	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
HNMCCAHI_00432	CDS	1641	qcrB	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
HNMCCAHI_00433	CDS	1065	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
HNMCCAHI_00434	CDS	126				hypothetical protein
HNMCCAHI_00435	CDS	438				hypothetical protein
HNMCCAHI_00436	CDS	1707	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
HNMCCAHI_00437	CDS	1266	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
HNMCCAHI_00438	CDS	1128		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
HNMCCAHI_00439	CDS	525				hypothetical protein
HNMCCAHI_00440	CDS	837				hypothetical protein
HNMCCAHI_00441	CDS	198				hypothetical protein
HNMCCAHI_00442	CDS	597				hypothetical protein
HNMCCAHI_00443	CDS	714		3.1.1.10		Tropinesterase
HNMCCAHI_00444	CDS	798				putative protein
HNMCCAHI_00445	CDS	1611				hypothetical protein
HNMCCAHI_00446	CDS	1599		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
HNMCCAHI_00447	CDS	744				hypothetical protein
HNMCCAHI_00448	CDS	1272	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
HNMCCAHI_00449	CDS	1146		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
HNMCCAHI_00450	CDS	504	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
HNMCCAHI_00451	CDS	420				hypothetical protein
HNMCCAHI_00452	CDS	756	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
HNMCCAHI_00453	CDS	933				hypothetical protein
HNMCCAHI_00454	CDS	636				hypothetical protein
HNMCCAHI_00455	CDS	372	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
HNMCCAHI_00456	CDS	552				hypothetical protein
HNMCCAHI_00457	CDS	1488	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
HNMCCAHI_00458	CDS	654				hypothetical protein
HNMCCAHI_00459	CDS	237				hypothetical protein
HNMCCAHI_00460	CDS	327	xylB_1	2.7.1.17		Xylulose kinase
HNMCCAHI_00461	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
HNMCCAHI_00462	CDS	1917		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
HNMCCAHI_00463	CDS	273				hypothetical protein
HNMCCAHI_00464	CDS	351	hrdA		COG0568	RNA polymerase principal sigma factor HrdA
HNMCCAHI_00465	CDS	1467	guaB1	1.-.-.-	COG0516	putative oxidoreductase
HNMCCAHI_00466	CDS	1209				hypothetical protein
HNMCCAHI_00467	CDS	426				hypothetical protein
HNMCCAHI_00468	CDS	753				putative HTH-type transcriptional regulator
HNMCCAHI_00469	CDS	468				hypothetical protein
HNMCCAHI_00470	CDS	1029	sorC		COG2390	Sorbitol operon regulator
HNMCCAHI_00471	CDS	2670	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
HNMCCAHI_00472	CDS	1071	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HNMCCAHI_00473	CDS	1458				hypothetical protein
HNMCCAHI_00474	CDS	894				hypothetical protein
HNMCCAHI_00475	CDS	243				hypothetical protein
HNMCCAHI_00476	CDS	1890				hypothetical protein
HNMCCAHI_00477	CDS	846	azoB_1	1.7.-.-		NAD(P)H azoreductase
HNMCCAHI_00478	CDS	1461	oxyS_1	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
HNMCCAHI_00479	CDS	1164				hypothetical protein
HNMCCAHI_00480	CDS	1023	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
HNMCCAHI_00481	CDS	1227		1.14.-.-		Cytochrome P450 105A3
HNMCCAHI_00482	CDS	705	tetR_1			Tetracycline repressor protein class H
HNMCCAHI_00483	CDS	1464	stp_2			Multidrug resistance protein Stp
HNMCCAHI_00484	CDS	654	regX3_1		COG0745	Sensory transduction protein regX3
HNMCCAHI_00485	CDS	672				hypothetical protein
HNMCCAHI_00486	CDS	1272		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 1
HNMCCAHI_00487	CDS	1191		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 2
HNMCCAHI_00488	CDS	264				Actinorhodin polyketide synthase acyl carrier protein
HNMCCAHI_00489	CDS	786	actIII	1.3.1.-		Putative ketoacyl reductase
HNMCCAHI_00490	CDS	951				hypothetical protein
HNMCCAHI_00491	CDS	351				hypothetical protein
HNMCCAHI_00492	CDS	744				hypothetical protein
HNMCCAHI_00493	CDS	420				hypothetical protein
HNMCCAHI_00494	CDS	174				hypothetical protein
HNMCCAHI_00495	CDS	1365		3.4.24.-	COG0612	putative zinc protease
HNMCCAHI_00496	CDS	1392				hypothetical protein
HNMCCAHI_00497	CDS	774				hypothetical protein
HNMCCAHI_00498	CDS	687	gntR_1			putative D-xylose utilization operon transcriptional repressor
HNMCCAHI_00499	CDS	291				hypothetical protein
HNMCCAHI_00500	CDS	681	arpA_1			A-factor receptor protein
HNMCCAHI_00501	CDS	1554	oxyS_2	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
HNMCCAHI_00502	CDS	402				hypothetical protein
HNMCCAHI_00503	CDS	1506				hypothetical protein
HNMCCAHI_00504	CDS	855				hypothetical protein
HNMCCAHI_00505	CDS	3798	pikAI_1	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
HNMCCAHI_00506	CDS	2391				hypothetical protein
HNMCCAHI_00507	CDS	846	pikAIII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA3, module 5
HNMCCAHI_00508	CDS	2637				hypothetical protein
HNMCCAHI_00509	CDS	525				hypothetical protein
HNMCCAHI_00510	CDS	504				hypothetical protein
HNMCCAHI_00511	CDS	1284		1.14.15.29	COG2124	Steroid C26-monooxygenase
HNMCCAHI_00512	CDS	822				hypothetical protein
HNMCCAHI_00513	CDS	1377				hypothetical protein
HNMCCAHI_00514	CDS	1485				hypothetical protein
HNMCCAHI_00515	CDS	1986				hypothetical protein
HNMCCAHI_00516	CDS	294				hypothetical protein
HNMCCAHI_00517	CDS	858				hypothetical protein
HNMCCAHI_00518	CDS	1215				hypothetical protein
HNMCCAHI_00519	CDS	1035	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
HNMCCAHI_00520	CDS	780				hypothetical protein
HNMCCAHI_00521	CDS	1467				hypothetical protein
HNMCCAHI_00522	CDS	1323	hmp_1	1.14.12.17		Flavohemoprotein
HNMCCAHI_00523	CDS	1437		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
HNMCCAHI_00524	CDS	1221				hypothetical protein
HNMCCAHI_00525	CDS	1215	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
HNMCCAHI_00526	CDS	540	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
HNMCCAHI_00527	CDS	2079	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HNMCCAHI_00528	CDS	1653				hypothetical protein
HNMCCAHI_00529	CDS	1455				hypothetical protein
HNMCCAHI_00530	CDS	1554				hypothetical protein
HNMCCAHI_00531	CDS	1311				hypothetical protein
HNMCCAHI_00532	CDS	828				hypothetical protein
HNMCCAHI_00533	CDS	1683				hypothetical protein
HNMCCAHI_00534	CDS	1149				hypothetical protein
HNMCCAHI_00535	CDS	1197				hypothetical protein
HNMCCAHI_00536	CDS	228				hypothetical protein
HNMCCAHI_00537	CDS	357				hypothetical protein
HNMCCAHI_00538	CDS	618				hypothetical protein
HNMCCAHI_00539	CDS	135				hypothetical protein
HNMCCAHI_00540	CDS	297				hypothetical protein
HNMCCAHI_00541	CDS	261				hypothetical protein
HNMCCAHI_00542	CDS	525				hypothetical protein
HNMCCAHI_00543	CDS	855				hypothetical protein
HNMCCAHI_00544	CDS	1080				hypothetical protein
HNMCCAHI_00545	CDS	1089				hypothetical protein
HNMCCAHI_00546	CDS	738	macB	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
HNMCCAHI_00547	CDS	1233				hypothetical protein
HNMCCAHI_00548	CDS	1602	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
HNMCCAHI_00549	CDS	1815	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
HNMCCAHI_00550	CDS	1077				hypothetical protein
HNMCCAHI_00551	CDS	417	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
HNMCCAHI_00552	CDS	381	rsbS		COG1366	RsbT antagonist protein RsbS
HNMCCAHI_00553	CDS	855				hypothetical protein
HNMCCAHI_00554	CDS	243				hypothetical protein
HNMCCAHI_00555	CDS	783	drrB_1			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
HNMCCAHI_00556	CDS	990	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
HNMCCAHI_00557	CDS	876				hypothetical protein
HNMCCAHI_00558	CDS	531				hypothetical protein
HNMCCAHI_00559	CDS	447				hypothetical protein
HNMCCAHI_00560	CDS	852				hypothetical protein
HNMCCAHI_00561	CDS	690	citT		COG4565	Transcriptional regulatory protein CitT
HNMCCAHI_00562	CDS	984				hypothetical protein
HNMCCAHI_00563	CDS	552				hypothetical protein
HNMCCAHI_00564	CDS	1518				hypothetical protein
HNMCCAHI_00565	CDS	1443				hypothetical protein
HNMCCAHI_00566	CDS	1029	btuF_1			Vitamin B12-binding protein
HNMCCAHI_00567	CDS	1116	btuC_1			Vitamin B12 import system permease protein BtuC
HNMCCAHI_00568	CDS	705				hypothetical protein
HNMCCAHI_00569	CDS	966				hypothetical protein
HNMCCAHI_00570	CDS	729				hypothetical protein
HNMCCAHI_00571	CDS	627				putative HTH-type transcriptional regulator
HNMCCAHI_00572	CDS	600	nfi	3.1.21.7	COG1515	Endonuclease V
HNMCCAHI_00573	CDS	282				hypothetical protein
HNMCCAHI_00574	CDS	1116	smtB_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
HNMCCAHI_00575	CDS	1143	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HNMCCAHI_00576	CDS	1215	fadA	2.3.1.-	COG0183	Putative acyltransferase
HNMCCAHI_00577	CDS	2181	fadJ_1		COG1024	Fatty acid oxidation complex subunit alpha
HNMCCAHI_00578	CDS	738				hypothetical protein
HNMCCAHI_00579	CDS	1680	betP_2		COG1292	Glycine betaine transporter BetP
HNMCCAHI_00580	CDS	174				hypothetical protein
HNMCCAHI_00581	CDS	948	aao	1.4.3.3	COG0665	putative D-amino-acid oxidase
HNMCCAHI_00582	CDS	1224	ravA	3.6.3.-		ATPase RavA
HNMCCAHI_00583	CDS	210				hypothetical protein
HNMCCAHI_00584	CDS	864				hypothetical protein
HNMCCAHI_00585	CDS	1140	opuCA_1		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
HNMCCAHI_00586	CDS	411	opuCB_1		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
HNMCCAHI_00587	CDS	174				hypothetical protein
HNMCCAHI_00588	CDS	471	asnC_1		COG1522	Regulatory protein AsnC
HNMCCAHI_00589	CDS	1164	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
HNMCCAHI_00590	CDS	312				hypothetical protein
HNMCCAHI_00591	tRNA	88				tRNA-Ser(tga)
HNMCCAHI_00592	CDS	1404				hypothetical protein
HNMCCAHI_00593	CDS	858	glpQ1	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 1
HNMCCAHI_00594	CDS	450				hypothetical protein
HNMCCAHI_00595	CDS	993				hypothetical protein
HNMCCAHI_00596	CDS	702				hypothetical protein
HNMCCAHI_00597	CDS	822				hypothetical protein
HNMCCAHI_00598	CDS	852			COG1366	putative protein
HNMCCAHI_00599	CDS	1479	pepPI	3.4.11.9		Xaa-Pro aminopeptidase 1
HNMCCAHI_00600	CDS	369				hypothetical protein
HNMCCAHI_00601	CDS	831	tam_1	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
HNMCCAHI_00602	CDS	498				hypothetical protein
HNMCCAHI_00603	CDS	195				hypothetical protein
HNMCCAHI_00604	CDS	843				hypothetical protein
HNMCCAHI_00605	CDS	417				hypothetical protein
HNMCCAHI_00606	CDS	138				hypothetical protein
HNMCCAHI_00607	CDS	1125	ahcY_1	3.3.1.1		S-inosyl-L-homocysteine hydrolase
HNMCCAHI_00608	CDS	543				hypothetical protein
HNMCCAHI_00609	CDS	474			COG2197	Putative transcriptional regulator
HNMCCAHI_00610	CDS	1212	galK	2.7.1.6	COG0153	Galactokinase
HNMCCAHI_00611	CDS	1005	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
HNMCCAHI_00612	CDS	1068	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
HNMCCAHI_00613	CDS	1674	sglT			Sodium/glucose cotransporter
HNMCCAHI_00614	CDS	354				hypothetical protein
HNMCCAHI_00615	CDS	1023			COG1253	putative protein
HNMCCAHI_00616	CDS	1341				hypothetical protein
HNMCCAHI_00617	CDS	750	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
HNMCCAHI_00618	CDS	411				hypothetical protein
HNMCCAHI_00619	CDS	1134	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
HNMCCAHI_00620	tRNA	75				tRNA-Thr(tgt)
HNMCCAHI_00621	CDS	1251	mdxE		COG2182	Maltodextrin-binding protein MdxE
HNMCCAHI_00622	CDS	951	lacF			Lactose transport system permease protein LacF
HNMCCAHI_00623	CDS	834				hypothetical protein
HNMCCAHI_00624	CDS	1194	bglA_2	3.2.1.21		Beta-glucosidase A
HNMCCAHI_00625	CDS	1266				hypothetical protein
HNMCCAHI_00626	CDS	465				hypothetical protein
HNMCCAHI_00627	CDS	882	mntB_1			Manganese transport system membrane protein MntB
HNMCCAHI_00628	CDS	1215				hypothetical protein
HNMCCAHI_00629	CDS	936	fimA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
HNMCCAHI_00630	CDS	1224				hypothetical protein
HNMCCAHI_00631	CDS	129				hypothetical protein
HNMCCAHI_00632	CDS	273				hypothetical protein
HNMCCAHI_00633	CDS	951	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
HNMCCAHI_00634	CDS	1296	yjeH_2		COG0531	L-methionine/branched-chain amino acid exporter YjeH
HNMCCAHI_00635	CDS	381				hypothetical protein
HNMCCAHI_00636	CDS	1278				hypothetical protein
HNMCCAHI_00637	CDS	315				hypothetical protein
HNMCCAHI_00638	CDS	750	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
HNMCCAHI_00639	CDS	588				hypothetical protein
HNMCCAHI_00640	CDS	876				hypothetical protein
HNMCCAHI_00641	CDS	1515				hypothetical protein
HNMCCAHI_00642	CDS	1203				hypothetical protein
HNMCCAHI_00643	CDS	207				hypothetical protein
HNMCCAHI_00644	CDS	180				hypothetical protein
HNMCCAHI_00645	CDS	1098				hypothetical protein
HNMCCAHI_00646	CDS	168				hypothetical protein
HNMCCAHI_00647	CDS	786	nimR_1			HTH-type transcriptional regulator NimR
HNMCCAHI_00648	CDS	798				hypothetical protein
HNMCCAHI_00649	CDS	498				hypothetical protein
HNMCCAHI_00650	CDS	1167	sbcD			Nuclease SbcCD subunit D
HNMCCAHI_00651	CDS	1281				hypothetical protein
HNMCCAHI_00652	CDS	1011				hypothetical protein
HNMCCAHI_00653	CDS	837	ycjP_2		COG0395	Inner membrane ABC transporter permease protein YcjP
HNMCCAHI_00654	CDS	1662	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
HNMCCAHI_00655	CDS	1113	degA_1		COG1609	HTH-type transcriptional regulator DegA
HNMCCAHI_00656	CDS	435				hypothetical protein
HNMCCAHI_00657	CDS	879	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
HNMCCAHI_00658	CDS	861	folP2		COG0294	Inactive dihydropteroate synthase 2
HNMCCAHI_00659	CDS	402				hypothetical protein
HNMCCAHI_00660	CDS	615	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
HNMCCAHI_00661	CDS	483				hypothetical protein
HNMCCAHI_00662	CDS	801	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
HNMCCAHI_00663	CDS	168				hypothetical protein
HNMCCAHI_00664	CDS	927	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
HNMCCAHI_00665	CDS	621	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
HNMCCAHI_00666	CDS	897				hypothetical protein
HNMCCAHI_00667	CDS	1821	fadJ_2	5.1.2.3		Fatty acid oxidation complex subunit alpha
HNMCCAHI_00668	CDS	852	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
HNMCCAHI_00669	CDS	642	feuC		COG0609	Iron-uptake system permease protein FeuC
HNMCCAHI_00670	CDS	1287				hypothetical protein
HNMCCAHI_00671	CDS	1650				hypothetical protein
HNMCCAHI_00672	CDS	732				hypothetical protein
HNMCCAHI_00673	CDS	276				hypothetical protein
HNMCCAHI_00674	CDS	249	acpM		COG0236	Meromycolate extension acyl carrier protein
HNMCCAHI_00675	CDS	1002	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
HNMCCAHI_00676	CDS	942	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
HNMCCAHI_00677	CDS	1236			COG2508	putative protein
HNMCCAHI_00678	CDS	1083	sprD	3.4.21.-		Streptogrisin-D
HNMCCAHI_00679	CDS	1059				hypothetical protein
HNMCCAHI_00680	CDS	2541	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
HNMCCAHI_00681	CDS	972	dinB1_2	2.7.7.7	COG0389	DNA polymerase IV 1
HNMCCAHI_00682	CDS	486	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
HNMCCAHI_00683	CDS	936			COG1090	Epimerase family protein
HNMCCAHI_00684	CDS	1329		1.6.3.5		Renalase
HNMCCAHI_00685	CDS	1221				hypothetical protein
HNMCCAHI_00686	CDS	519				hypothetical protein
HNMCCAHI_00687	CDS	945				hypothetical protein
HNMCCAHI_00688	CDS	978				hypothetical protein
HNMCCAHI_00689	CDS	831			COG3324	Putative glyoxylase CFP32
HNMCCAHI_00690	CDS	474	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
HNMCCAHI_00691	CDS	639	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
HNMCCAHI_00692	CDS	165				hypothetical protein
HNMCCAHI_00693	CDS	594	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
HNMCCAHI_00694	CDS	1140	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
HNMCCAHI_00695	CDS	1323	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
HNMCCAHI_00696	CDS	1572				hypothetical protein
HNMCCAHI_00697	CDS	1038				hypothetical protein
HNMCCAHI_00698	CDS	756	lon_1	3.4.21.53		Lon protease
HNMCCAHI_00699	CDS	495	ybaK_1	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
HNMCCAHI_00700	CDS	636				hypothetical protein
HNMCCAHI_00701	CDS	882				hypothetical protein
HNMCCAHI_00702	CDS	1014	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNMCCAHI_00703	CDS	699				putative protein
HNMCCAHI_00704	CDS	234				hypothetical protein
HNMCCAHI_00705	CDS	951	lipA	2.8.1.8	COG0320	Lipoyl synthase
HNMCCAHI_00706	CDS	831	lipB	2.3.1.181	COG0321	Octanoyltransferase
HNMCCAHI_00707	CDS	1782	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HNMCCAHI_00708	CDS	1227				hypothetical protein
HNMCCAHI_00709	CDS	1269				hypothetical protein
HNMCCAHI_00710	CDS	441	cdd	3.5.4.5	COG0295	Cytidine deaminase
HNMCCAHI_00711	CDS	678				hypothetical protein
HNMCCAHI_00712	CDS	990				hypothetical protein
HNMCCAHI_00713	CDS	2787	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
HNMCCAHI_00714	CDS	2298	pucD_1	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
HNMCCAHI_00715	CDS	1896				hypothetical protein
HNMCCAHI_00716	CDS	864				hypothetical protein
HNMCCAHI_00717	CDS	1638	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
HNMCCAHI_00718	CDS	834	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
HNMCCAHI_00719	CDS	957	dasB		COG1175	Diacetylchitobiose uptake system permease protein DasB
HNMCCAHI_00720	CDS	1305	dasA_1		COG1653	Diacetylchitobiose binding protein DasA
	CRISPR	273				
HNMCCAHI_00721	CDS	1248				hypothetical protein
HNMCCAHI_00722	CDS	195				hypothetical protein
HNMCCAHI_00723	CDS	162				hypothetical protein
HNMCCAHI_00724	CDS	1299				hypothetical protein
HNMCCAHI_00725	CDS	1008				hypothetical protein
HNMCCAHI_00726	CDS	1323				hypothetical protein
HNMCCAHI_00727	CDS	594				hypothetical protein
HNMCCAHI_00728	CDS	888				hypothetical protein
HNMCCAHI_00729	CDS	924	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
HNMCCAHI_00730	CDS	942	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
HNMCCAHI_00731	CDS	1200	nagC_1		COG1940	N-acetylglucosamine repressor
HNMCCAHI_00732	CDS	1086	xylF		COG4213	D-xylose-binding periplasmic protein
HNMCCAHI_00733	CDS	312				hypothetical protein
HNMCCAHI_00734	CDS	1887				hypothetical protein
HNMCCAHI_00735	CDS	1311				hypothetical protein
HNMCCAHI_00736	tRNA	75				tRNA-Lys(ctt)
HNMCCAHI_00737	CDS	345				hypothetical protein
HNMCCAHI_00738	CDS	1161				hypothetical protein
HNMCCAHI_00739	CDS	846				hypothetical protein
HNMCCAHI_00740	CDS	519				hypothetical protein
HNMCCAHI_00741	CDS	2289		1.-.-.-	COG0243	putative oxidoreductase
HNMCCAHI_00742	CDS	885	acm_1	3.2.1.17		Lysozyme M1
HNMCCAHI_00743	CDS	441				hypothetical protein
HNMCCAHI_00744	CDS	846				hypothetical protein
HNMCCAHI_00745	CDS	951				hypothetical protein
HNMCCAHI_00746	CDS	762	novJ_1	1.1.1.-		Short-chain reductase protein NovJ
HNMCCAHI_00747	CDS	1056	lcpB		COG1316	putative cell wall biosynthesis protein LcpB
HNMCCAHI_00748	CDS	246				hypothetical protein
HNMCCAHI_00749	CDS	1059	nusA		COG0195	Transcription termination/antitermination protein NusA
HNMCCAHI_00750	CDS	525	rimP		COG0779	Ribosome maturation factor RimP
HNMCCAHI_00751	CDS	549				hypothetical protein
HNMCCAHI_00752	CDS	906	benM			HTH-type transcriptional regulator BenM
HNMCCAHI_00753	CDS	951	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
HNMCCAHI_00754	CDS	813	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
HNMCCAHI_00755	CDS	1608	fadJ_3	5.1.2.3		Fatty acid oxidation complex subunit alpha
